text,date,game
way we have a bunch of kids down there,12/23/2018,37
now that we monitor very closely we're,12/23/2018,37
fortunate we can go all the games or,12/23/2018,37
watch them on TV so we get to see a lot,12/23/2018,37
of them you know you know what's gonna,12/23/2018,37
be hard to make our team we'll add other,12/23/2018,37
guys as well so it's gonna be a tough,12/23/2018,37
roster to make but you know we encourage,12/23/2018,37
the competition,12/23/2018,37
the first couple of goals in get rid of,12/28/2018,38
the rust factor and then obviously get,12/28/2018,38
some great shifts from all four lines to,12/28/2018,38
really drain the energy why you thought,12/28/2018,38
we started getting here tonight probably,12/28/2018,38
better than expected to tell you the,12/28/2018,38
truth and it was nice to score early,12/28/2018,38
obviously anytime you can score put you,12/28/2018,38
in a good situation and the answer,12/28/2018,38
better with one but we kept playing,12/28/2018,38
pretty good and like you said we've got,12/28/2018,38
all four lines in the board there and,12/28/2018,38
doing a good job coats on the three,12/28/2018,38
games corners free so that's positive,12/28/2018,38
for the group and we're good specially,12/28/2018,38
to well we just felt after a break it's,12/28/2018,38
important for Freddie to get some,12/28/2018,38
practice in and you know Freddy's our,12/28/2018,38
guy and we got to make sure he's healthy,12/28/2018,38
and so we just will probably do it after,12/28/2018,38
the next break as well and he's just I,12/28/2018,38
mean goats everywhere he's never gone,12/28/2018,38
all he does is win and you know he's,12/28/2018,38
he's just a big guy who plays good,12/28/2018,38
defense and stays above the puck and I,12/28/2018,38
was he's working at his game the more,12/28/2018,38
plays he can make offensively the more,12/28/2018,38
he's gonna find himself staying in the,12/28/2018,38
National Hockey League but he's done a,12/28/2018,38
real nice job for us and he's a good guy,12/28/2018,38
that guys liking the place well I mean,12/28/2018,38
he's gonna stick the crowbar is heavy,12/28/2018,38
heavy on he's got a lead hockey sense,12/28/2018,38
and so who knows I mean today he got to,12/28/2018,38
pitch me a real good play on a power,12/28/2018,38
play they'll go off now and then I tip,12/28/2018,38
and they're off John and so I once by,12/28/2018,38
the rocket of a second shot but he finds,12/28/2018,38
his way to the net and he knows where,12/28/2018,38
goals are scored I say this every time,12/28/2018,38
you guys ask me this I said the same,12/28/2018,38
thing hope is great but I don't know how,12/28/2018,38
it's gonna go so I'm gonna do whatever I,12/28/2018,38
got to do to get ourselves in a place,12/28/2018,38
that sparks made some saves tonight lots,12/28/2018,38
of the games that we played we've scored,12/28/2018,38
lots of goals for him and,12/28/2018,38
we found a way to win but hasn't been,12/28/2018,38
tonight he had to make some big saves,12/28/2018,38
especially in the second period there,12/28/2018,38
and you know it's positive for him it,12/28/2018,38
gives you confidence and it allows you,12/28/2018,38
to build on yeah I don't know how,12/28/2018,38
emotional before all of them but I mean,12/28/2018,38
for some of them for sure and then they,12/28/2018,38
got guys on that team I mean leo is a,12/28/2018,38
huge part of this team for a long time,12/28/2018,38
Matt Martin did a real good job here,12/28/2018,38
looking after our guys was a real good,12/28/2018,38
teammate and and so when you go through,12/28/2018,38
it like that I mean John Tavares for a,12/28/2018,38
lot of years Capital not team and it's,12/28/2018,38
proud of the time he put in there so the,12/28/2018,38
guys would want to play hard for John,12/28/2018,38
laughing I mean I thought Sparky was,12/29/2018,39
unbelievable actually in the first thing,12/29/2018,39
we gave up sixth grade AIDS we don't,12/29/2018,39
usually give up sixth grade aids in the,12/29/2018,39
game so we turn a puck over they,12/29/2018,39
countered,12/29/2018,39
they played exactly like we expected,12/29/2018,39
they played hard they were better than,12/29/2018,39
us we're on the outside they were on the,12/29/2018,39
inside they gave us a lesson we got four,12/29/2018,39
days off let's get regrouped let's get,12/29/2018,39
back at her let's get another run going,12/29/2018,39
[Music],12/29/2018,39
we're all in it together too and,12/29/2018,39
everyone wanted to help John win table,12/29/2018,39
we obviously didn't do a very good job,12/29/2018,39
right through from coaching staff right,12/29/2018,39
through the players and any way you look,12/29/2018,39
at it we didn't play hard enough now,12/29/2018,39
we've just I think we just want one five,12/29/2018,39
and I think we want lost one in overtime,12/29/2018,39
so that's our best run of the year we've,12/29/2018,39
had two of those runs we need to have,12/29/2018,39
another one now and get back at it so I,12/29/2018,39
would have liked to sit around tomorrow,12/29/2018,39
on an off day and enjoy what we're doing,12/29/2018,39
but this way I won't be very relaxed,12/29/2018,39
well I don't look at like that today's a,12/29/2018,39
game we were playing they traveled we,12/29/2018,39
traveled they played we played,12/29/2018,39
everything was even they were better,12/29/2018,39
than us,12/29/2018,39
so that's on us we gotta fix that the,12/29/2018,39
other thing about is the way they played,12/29/2018,39
is they made it hard for you they were,12/29/2018,39
waiting for their chances they countered,12/29/2018,39
and we knew it and that's how it gets as,12/29/2018,39
the Year gets tougher it gets like that,12/29/2018,39
and so there's no three-on-two there's,12/29/2018,39
no two-on-ones you got to dig in and,12/29/2018,39
play in the tight areas and we didn't do,12/29/2018,39
that,12/29/2018,39
okay no I mean it's like I said we just,12/29/2018,39
had a good run we obviously dropped the,12/29/2018,39
ball here and I weren't good enough and,12/29/2018,39
is it disappointing yes is it puzzling,12/29/2018,39
no well Elite edges obviously good,12/29/2018,39
hockey sense good kid wants to be a good,12/29/2018,39
player it's gotten a lot stronger over,12/29/2018,39
your but a real good player and he had a,12/29/2018,39
good night against us tonight yes well,12/29/2018,39
we were trying to do that for a long,12/29/2018,39
time it just kind of happened off here,12/29/2018,39
but I mean obviously when we lost the,12/29/2018,39
two guys we knew right away you're,12/29/2018,39
hoping you weren't losing two guys right,12/29/2018,39
you thought you might lose one you,12/29/2018,39
didn't know you're gonna lose two and so,12/29/2018,39
it's been an issue for us and so you,12/29/2018,39
know this gives us a real good,12/29/2018,39
opportunity to give Cal some help you,12/29/2018,39
know with the Marty's which I think it's,12/29/2018,39
important last year pic did a real good,12/29/2018,39
job with Sparky helping him out and the,12/29/2018,39
same thing can happen this opportunity,12/29/2018,39
what it's not what who did this but I,12/29/2018,39
mean that can play into what we still,12/29/2018,39
expect Freddie to be we don't think this,12/29/2018,39
is long term they played last night and,12/29/2018,39
didn't come the rink today otherwise you,12/29/2018,39
would for sure I mean Leo mat was great,12/29/2018,39
teammate looked after us Leo was,12/29/2018,39
unbelievable leaf in my opinion and a,12/29/2018,39
real team guy real important for us did,12/29/2018,39
a real good job that's the way the,12/29/2018,39
business is though there's always lots,12/29/2018,39
of good people that are leaving it's,12/29/2018,39
unfortunate and freezing time not just,12/29/2018,39
ways,12/29/2018,39
my third a heavy team to play against,1/3/2019,40
but with a power place and all that when,1/3/2019,40
did you think you act enough to get the,1/3/2019,40
job done here today well I thought their,1/3/2019,40
goaltender was good I thought we scored,1/3/2019,40
twice in the first period I didn't like,1/3/2019,40
our first period I thought they I,1/3/2019,40
thought they were better than us I,1/3/2019,40
thought after that I liked her game a,1/3/2019,40
lot sort of great game for our team it's,1/3/2019,40
the kind of game you got to learn how to,1/3/2019,40
win all kinds of games and they got good,1/3/2019,40
faceoff guys there are a veteran team,1/3/2019,40
they make it hard on you physically yeah,1/3/2019,40
cuz they're physical on offense they're,1/3/2019,40
near your net they're making it hard for,1/3/2019,40
you to handle them we had 17 DS on face,1/3/2019,40
offs in the first period and so they,1/3/2019,40
were on us and even when we won we,1/3/2019,40
didn't execute but I thought after that,1/3/2019,40
I thought you know we left that period,1/3/2019,40
to one or whatever I thought I thought,1/3/2019,40
we played a pretty good game I'd like to,1/3/2019,40
see us score I don't know how many power,1/3/2019,40
plays we had but we stayed in their zone,1/3/2019,40
the whole time had real opportunities,1/3/2019,40
and but it didn't go our way but I,1/3/2019,40
really like the opportunity for our team,1/3/2019,40
we got to learn how to win these games,1/3/2019,40
you got to win all types of games well I,1/3/2019,40
thought he was already give us a chance,1/3/2019,40
that's all he can ask for the guy what,1/3/2019,40
was the sequence of events they called,1/3/2019,40
me told me this part could go so we knew,1/3/2019,40
he was gonna play,1/3/2019,40
I asked what his first name was they,1/3/2019,40
told me Austin where I like to be called,1/3/2019,40
said Hutchins said have fun how's that,1/3/2019,40
yeah he was out again today so I mean,1/3/2019,40
everything's moving along according to,1/3/2019,40
our medical people that way but you know,1/3/2019,40
what is what it is he's ready when he's,1/3/2019,40
ready but I didn't think tonight for us,1/3/2019,40
that you could I thought I just gave us,1/3/2019,40
an opportunity that's all you can ask of,1/3/2019,40
him and then we got to do our part I,1/3/2019,40
don't have any expectation so I don't,1/3/2019,40
know what's going on we're just talking,1/3/2019,40
about and maybe finding another goalie,1/3/2019,40
we like casts to get playing we want,1/3/2019,40
them to be sitting around so maybe we,1/3/2019,40
got to find,1/3/2019,40
goli and then well you know why killing,1/3/2019,40
it what its gonna do is get them to,1/3/2019,40
compete harder skate harder and take a,1/3/2019,40
load off them and get going and you know,1/3/2019,40
I thought he's gonna get the winner here,1/3/2019,40
tonight I thought one wasn't gonna be,1/3/2019,40
enough in the end it was that's all he,1/3/2019,40
got but you know we need him to help our,1/3/2019,40
team and be a productive leaf and we,1/3/2019,40
think he can be we think it's just a,1/3/2019,40
matter of time,1/3/2019,40
like what impressed you about the,1/5/2019,41
thoroughness of tonight's victory well I,1/5/2019,41
just thought I thought we played pretty,1/5/2019,41
well I thought we worked we tracked we,1/5/2019,41
played hard in the ozone,1/5/2019,41
you know we had most guys go on and and,1/5/2019,41
so I thought that was really positive,1/5/2019,41
but you know when we put her work in,1/5/2019,41
front of her skill we got a chance to,1/5/2019,41
have success yeah I said it was good I,1/5/2019,41
didn't think they had a ton but he,1/5/2019,41
didn't make any of their chances in the,1/5/2019,41
two or three chances he just played,1/5/2019,41
solid and was steady and you know I,1/5/2019,41
think they had three power plays if I'm,1/5/2019,41
not mistaken and so he obviously had,1/5/2019,41
some action at that time and did a good,1/5/2019,41
job well he's gonna be a known each,1/5/2019,41
other for sure it's just - how soon do,1/5/2019,41
you want them to play minutes you know,1/5/2019,41
what I mean so that's the beauty about,1/5/2019,41
not getting kids here too soon is they,1/5/2019,41
you want them to score the more he,1/5/2019,41
scores the more likely he's gonna score,1/5/2019,41
at the NHL level that means any child,1/5/2019,41
player but you know I mean how many,1/5/2019,41
years who want to do that so you know,1/5/2019,41
that's the big thing for us obviously,1/5/2019,41
when we get healthy he can go down and,1/5/2019,41
he can score a lot and become a scorer,1/5/2019,41
rather than a checker well I think,1/5/2019,41
they're pushing to get a win for,1/5/2019,41
themselves right I think that's how they,1/5/2019,41
started and then then obviously when I,1/5/2019,41
looked like it was going pretty good you,1/5/2019,41
you obviously want to help but row,1/5/2019,41
you know he's come in and helped us out,1/5/2019,41
here and given us an opportunity and,1/5/2019,41
that's good it sounds like we're gonna,1/5/2019,41
have lots of goalies tomorrow on the ice,1/5/2019,41
for practice so that's a good thing what,1/5/2019,41
does it tell you about your team that,1/5/2019,41
Freddie and,1/5/2019,41
well that's what they should be doing,1/5/2019,41
right that's what good teammates do,1/5/2019,41
did you see the opening 40 minutes,1/7/2019,42
tonight thank you like that may have,1/7/2019,42
changed the way this game could have,1/7/2019,42
ended why didn't mind us through to in,1/7/2019,42
saying that you know they were up to,1/7/2019,42
nothing and they had blocked lots of,1/7/2019,42
shots and kept the puck from the net and,1/7/2019,42
we'd find a way to get out of the lane I,1/7/2019,42
thought we got a lesson from a veteran,1/7/2019,42
team here today I thought really in the,1/7/2019,42
third period in particular I didn't know,1/7/2019,42
if we thought we're just gonna come out,1/7/2019,42
and race around they just stayed patient,1/7/2019,42
and did right I thought they were heavy,1/7/2019,42
on the puck having on their sticks,1/7/2019,42
detailed block shots competed I'd like,1/7/2019,42
their game,1/7/2019,42
I liked her game through to and I,1/7/2019,42
thought we were in a good spot to crawl,1/7/2019,42
our way back thought if we worked hard,1/7/2019,42
we get a power play I liked her ii,1/7/2019,42
didn't get the puck to learn that enough,1/7/2019,42
had opportunity to and didn't and then,1/7/2019,42
in the third period it was just men and,1/7/2019,42
boys and you got to understand you got,1/7/2019,42
to be patient you can't just race around,1/7/2019,42
you got to play the game right and if,1/7/2019,42
you you do to reward it but you know I,1/7/2019,42
like 13 tonight their faceoff circle I,1/7/2019,42
think we were three and 15 in the first,1/7/2019,42
period I thought they were dialed in I,1/7/2019,42
thought their players were playing a,1/7/2019,42
real game and it was a competitive game,1/7/2019,42
and we didn't hold our end up through 60,1/7/2019,42
wasn't good enough you know we didn't I,1/7/2019,42
mean Maddie had the wide open net so if,1/7/2019,42
you get one everyone thinks it's great,1/7/2019,42
he didn't shoot it in the empty net but,1/7/2019,42
I just still didn't think both our plan,1/7/2019,42
and our execution wasn't good enough I,1/7/2019,42
thought we got in he's heard in the,1/7/2019,42
thought I thought the faceoff circle,1/7/2019,42
could have helped us but we weren't,1/7/2019,42
dangerous enough through the two minutes,1/7/2019,42
of the power play,1/7/2019,42
no I don't think I thought last game we,1/7/2019,42
had good opportunity on it,1/7/2019,42
I think it's been hit and miss and,1/7/2019,42
hasn't been good enough and with the,1/7/2019,42
players we have it can be better so we,1/7/2019,42
got to do a better job I thought that,1/7/2019,42
line in the first two periods I thought,1/7/2019,42
was was was not bad he's got to get,1/7/2019,42
better and all the details all compete,1/7/2019,42
all well that stuff just got to keep,1/7/2019,42
getting better and he will the more he,1/7/2019,42
plays but the urgency level has to be,1/7/2019,42
there for sure,1/7/2019,42
why just the I mean we just flip Brown,1/7/2019,42
on him yeah and you know we meet some,1/7/2019,42
changes than the third cuz obviously,1/7/2019,42
we're not getting anything done but,1/7/2019,42
we'll just continue to look at it and,1/7/2019,42
see who fits best with who I think Hyman,1/7/2019,42
I'm pretty sure hymens cleared for next,1/7/2019,42
game so that will affect where everyone,1/7/2019,42
plays,1/7/2019,42
Mike your clubs 21 and oh and leading,1/10/2019,43
after 2 period to play what impressed,1/10/2019,43
you about the way they were able to,1/10/2019,43
secure the win on the road here tonight,1/10/2019,43
well I really liked her first and I,1/10/2019,43
really liked our third obviously in the,1/10/2019,43
second period we didn't take care of the,1/10/2019,43
puck and and play right but the third,1/10/2019,43
one I thought we came out and played,1/10/2019,43
really well played in the offensive zone,1/10/2019,43
took care of the puck gave up very,1/10/2019,43
little and got a good one well there,1/10/2019,43
were +4 they got you know he's involved,1/10/2019,43
in three east-west goals they're heavy,1/10/2019,43
down low as close to show you need,1/10/2019,43
people to win the puck back and he was,1/10/2019,43
able to do that for us,1/10/2019,43
no one's good for Tavares obviously 301,1/10/2019,43
goals a lot of goals in the National,1/10/2019,43
League that line was good for us tonight,1/10/2019,43
well I liked in the third period we,1/10/2019,43
didn't back up and play in our own zone,1/10/2019,43
and we played the game in the offensive,1/10/2019,43
zone when he still had to but we,1/10/2019,43
took care of it we didn't give up much I,1/10/2019,43
thought the first period was like that -,1/10/2019,43
just a second period we got away from,1/10/2019,43
team road wins the season tied for the,1/10/2019,43
league best is is that a mentality that,1/10/2019,43
has been developed over the course of,1/10/2019,43
the first few months eating yeah I don't,1/10/2019,43
know the answer left I mean we think we,1/10/2019,43
got a good team and we don't think much,1/10/2019,43
matters at home on the world you know,1/10/2019,43
we've had real good runs in both spots,1/10/2019,43
you know time was a good win for us,1/10/2019,43
that's all joy okay just your point,1/10/2019,43
participation in terms of those guys,1/10/2019,43
getting involved offensively and getting,1/10/2019,43
shots through I did did you like what,1/10/2019,43
you see I sorry I really liked I liked,1/10/2019,43
her heavy play I like to her play below,1/10/2019,43
the goal line and B were allowed to,1/10/2019,43
shoot the puck you know to me that was a,1/10/2019,43
good night for us you know got a real,1/10/2019,43
good game coming up in these real good,1/10/2019,43
teams should be fun,1/10/2019,43
like you talked about protecting the,1/12/2019,44
puck this morning was a case of maybe,1/12/2019,44
one extra mistake here tonight to,1/12/2019,44
separate the two clubs well we you know,1/12/2019,44
obviously we made a couple of mistakes,1/12/2019,44
in diesel I liked her game to be honest,1/12/2019,44
with you I thought we had good,1/12/2019,44
opportunity I thought Rask was really,1/12/2019,44
good in particularly in the second,1/12/2019,44
period where we had three unbelievable,1/12/2019,44
gradient chances and he held his ground,1/12/2019,44
and in the end that's the difference in,1/12/2019,44
the game I thought we had a couple,1/12/2019,44
mistakes there where we ended up with,1/12/2019,44
guys below the goal line for no reason,1/12/2019,44
one right at the end of the period which,1/12/2019,44
ended up costing us obviously and then,1/12/2019,44
another execution one so you have to,1/12/2019,44
clean that up but I liked I liked our,1/12/2019,44
energy I liked her matchup so like you,1/12/2019,44
know most things about it to be honest,1/12/2019,44
with you we didn't go over one certain,1/12/2019,44
Cadbury's line just because I wanted,1/12/2019,44
that matchup I thought it was a good,1/12/2019,44
matchup for us I thought to barest,1/12/2019,44
aligner,1/12/2019,44
against their birth grounds line was a,1/12/2019,44
real good matchup for us already played,1/12/2019,44
real well and did a good job and and I,1/12/2019,44
thought other guys carried lots of place,1/12/2019,44
so we had good opportunity in the game,1/12/2019,44
and we didn't win but I liked how we,1/12/2019,44
went about it,1/12/2019,44
[Music],1/12/2019,44
just crying it out I mean we headed on,1/12/2019,44
Mattie stick there rolled off them we,1/12/2019,44
don't want free I mean I'll take that,1/12/2019,44
all day long so you know you got to push,1/12/2019,44
through the everything is a little,1/12/2019,44
struggle in your life never hurt anybody,1/12/2019,44
just digging why that he made a real,1/12/2019,44
nice play on the one like I thought both,1/12/2019,44
units were good on the powerplay I,1/12/2019,44
thought we had some good looks there you,1/12/2019,44
know what was good we got a score well I,1/12/2019,44
didn't think we played as well as we,1/12/2019,44
could,1/12/2019,44
in Boston I thought we got impatient,1/12/2019,44
that some turnovers in the second period,1/12/2019,44
in there in the second game and then the,1/12/2019,44
game got away from us we took three,1/12/2019,44
penalties and roll that last one in,1/12/2019,44
there and I got that got away from us,1/12/2019,44
other than that right I don't mind your,1/12/2019,44
team against them,1/12/2019,44
you know it's you're gonna play real,1/12/2019,44
good teams if you're fortunate enough to,1/12/2019,44
be in the playoffs and they're probably,1/12/2019,44
one of,1/12/2019,44
what was the difference Mike you get the,1/14/2019,45
start you wanted what happened beyond,1/14/2019,45
that that tells it in their favor,1/14/2019,45
inevitably I why I thought they worked,1/14/2019,45
harder than we did and any way you look,1/14/2019,45
at it I think we're like Inc were 500 in,1/14/2019,45
our last 10 since Christmas we haven't,1/14/2019,45
been engaged enough and haven't competed,1/14/2019,45
at a high enough level and if you just,1/14/2019,45
did a who won the races and who won all,1/14/2019,45
the bottles is they did the game was,1/14/2019,45
fair in the end yeah you know we I,1/14/2019,45
thought we're in a good spot obviously,1/14/2019,45
we had good chances in the first on the,1/14/2019,45
power play we had the breakaway with the,1/14/2019,45
same scene pass in st. all that they,1/14/2019,45
kept winning more and more as the game,1/14/2019,45
went on they deserve the one there's no,1/14/2019,45
question about that,1/14/2019,45
you could say that about the fourth goal,1/14/2019,45
#NAME?,1/14/2019,45
that this week so that means not,1/14/2019,45
mentally sharp but not physically,1/14/2019,45
engaged enough either and so we only got,1/14/2019,45
ourselves to blame so obviously myself,1/14/2019,45
as the head coach I'm responsible we,1/14/2019,45
didn't play well enough didn't play hard,1/14/2019,45
enough and the players the same way we,1/14/2019,45
weren't good enough we'll take a day off,1/14/2019,45
tomorrow and take a breath and we'll get,1/14/2019,45
back to work because this is not good,1/14/2019,45
enough,1/14/2019,45
well for sure no question about that you,1/14/2019,45
know when and tonight we got Freddie,1/14/2019,45
back that should give us a boost but in,1/14/2019,45
the end we didn't manage it like it was,1/14/2019,45
a boost and so it cost us but we haven't,1/14/2019,45
been good enough so you get what you get,1/14/2019,45
and the league's gone by and there,1/14/2019,45
everyone's getting better and and we've,1/14/2019,45
hit a lull and so we got to get turned I,1/14/2019,45
would say is that he's a really really,1/14/2019,45
good player a really important piece and,1/14/2019,45
play good yeah and so the good thing,1/14/2019,45
about our fans they're passionate they,1/14/2019,45
want us to win they wants to play way,1/14/2019,45
harder than that and we want to play,1/14/2019,45
harder than that for them and I think,1/14/2019,45
we've done a good job over time here to,1/14/2019,45
be a real good team to watch we weren't,1/14/2019,45
good enough to watch and they paid their,1/14/2019,45
money they're allowed to say what they,1/14/2019,45
want but the bottom line he's an,1/14/2019,45
important player for us we need a movie,1/14/2019,45
that we haven't been very good so oh yes,1/14/2019,45
I mean we can compete way harder than we,1/14/2019,45
are right now for whatever reason since,1/14/2019,45
it's Christmas we haven't found that,1/14/2019,45
level I don't know why that is we have,1/14/2019,45
in games I thought a lot of the Boston,1/14/2019,45
need a lot of Nashville game I mean the,1/14/2019,45
Vancouver but it hasn't been every day,1/14/2019,45
and at a high enough level and you're,1/14/2019,45
not gonna win the NHL's to tight,1/14/2019,45
from Fred the Qadri line and right on,1/17/2019,46
through I would just sum it all up here,1/17/2019,46
tonight and a big win against a very,1/17/2019,46
good team yeah I thought we you know I,1/17/2019,46
thought we had a good effort I know we,1/17/2019,46
had everybody on board fred was real,1/17/2019,46
good in the third obviously down the,1/17/2019,46
stretch but I thought our team played,1/17/2019,46
well we could have had a lot more I,1/17/2019,46
thought their goaltender was good too,1/17/2019,46
but it was a good game for our team we,1/17/2019,46
haven't been as sharp as you know here,1/17/2019,46
lately and so I thought this was a good,1/17/2019,46
response we talked a lot about it and,1/17/2019,46
getting back on track working hard and,1/17/2019,46
doing things right I thought we did that,1/17/2019,46
tonight raising the level of compete,1/17/2019,46
would you agree with that yeah for sure,1/17/2019,46
it was a very competitive game yeah you,1/17/2019,46
know there wasn't a whole lot of room,1/17/2019,46
for either team especially through two,1/17/2019,46
periods and I thought our guys really,1/17/2019,46
dug in there and worked hard and,1/17/2019,46
competing hard yeah it's great question,1/17/2019,46
you know you know Patti it hadn't been,1/17/2019,46
on the board in a while now as obviously,1/17/2019,46
I know wasn't as good the other night,1/17/2019,46
and then you know was it just capping,1/17/2019,46
him being with him I don't know but they,1/17/2019,46
had a good night for us and set the tone,1/17/2019,46
and got us going,1/17/2019,46
yeah I thought you know the first one,1/17/2019,46
it's a bounce comes right to them we,1/17/2019,46
were you know you're hoping to get hit,1/17/2019,46
didn't happen they had probably some,1/17/2019,46
better looks later and it didn't go in,1/17/2019,46
but you know they're a good team you,1/17/2019,46
don't want to be in the box at all you,1/17/2019,46
want to play with discipline but you,1/17/2019,46
know it was good killing by our guys and,1/17/2019,46
obviously Freddie was good well,1/17/2019,46
obviously you know I say it all the time,1/17/2019,46
you always want your low spells to be as,1/17/2019,46
short as you can this one here to me you,1/17/2019,46
know got long no we didn't have Freddy,1/17/2019,46
for a while and all that but I still,1/17/2019,46
didn't think we dug in like we could and,1/17/2019,46
it was great to see and you know we,1/17/2019,46
gotta get back to work you got to work,1/17/2019,46
at a high level if you want if you got,1/17/2019,46
skill and you don't work and you don't,1/17/2019,46
win anyway so we got to compete at I,1/17/2019,46
love,1/17/2019,46
that tonight I thought he was really,1/17/2019,46
good you know why I think this last,1/17/2019,46
little while he's been getting better,1/17/2019,46
and better and you know anytime you got,1/17/2019,46
off to a great start this year he got,1/17/2019,46
injured and then you always have a that,1/17/2019,46
initial real bump and then reality sets,1/17/2019,46
in and then but I think he's really,1/17/2019,46
digging in no and I thought he was,1/17/2019,46
really good without the puck when he,1/17/2019,46
uses his body well it's just such a big,1/17/2019,46
man you know and he can protect the puck,1/17/2019,46
physical on offense he's never really,1/17/2019,46
gonna be left physical on defense just,1/17/2019,46
physical and off and some protecting the,1/17/2019,46
puck hanging on to it having a lot and I,1/17/2019,46
thought that line was effective,1/17/2019,46
difficult getting to the opposition net,1/18/2019,47
here for the better part of this game,1/18/2019,47
Mike yeah I thought it was tightly,1/18/2019,47
contested game I thought they were,1/18/2019,47
better than us at the start appear like,1/18/2019,47
it took us a while to get our legs going,1/18/2019,47
we got ourselves behind to one and then,1/18/2019,47
I thought they did a real nice job and,1/18/2019,47
and we didn't execute it a high enough,1/18/2019,47
level to make it hard on the long go at,1/18/2019,47
all tonight so give them credit they had,1/18/2019,47
good energy they played real well and,1/18/2019,47
and we were unable to follow up last,1/18/2019,47
night's effort with the one of the same,1/18/2019,47
Willi and Austin both expressed their,1/18/2019,47
frustration that their lack of scoring,1/18/2019,47
well I think the whole key is just work,1/18/2019,47
you know you talk about scoring they've,1/18/2019,47
had lots of different line mates and,1/18/2019,47
lots of different opportunity just go to,1/18/2019,47
work and you make simple plays and you,1/18/2019,47
played good without the puck when it's,1/18/2019,47
not going in and you work hard and next,1/18/2019,47
thing you know you find one and you get,1/18/2019,47
some momentum for yourself so the one,1/18/2019,47
thing about the league no one feels,1/18/2019,47
sorry for you,1/18/2019,47
and but we need those players to be good,1/18/2019,47
players and so that's the challenge for,1/18/2019,47
you and that's what's so tough about the,1/18/2019,47
league is it's not only a physical,1/18/2019,47
battle it's a mental battle and when,1/18/2019,47
things are going great that's great when,1/18/2019,47
they're not going good you got to dig in,1/18/2019,47
and go to work,1/18/2019,47
well I mean you know I don't know kept,1/18/2019,47
he started the year on the fourth line,1/18/2019,47
but she just played there rose I think,1/18/2019,47
his first year just when I was learning,1/18/2019,47
to play a little bit but the bottom line,1/18/2019,47
is we don't want really on the fourth,1/18/2019,47
line we want Willie being a contributor,1/18/2019,47
for our Aki Club he's an honest kid and,1/18/2019,47
usually puts in a good effort so he'll,1/18/2019,47
continue to work at it and but you know,1/18/2019,47
he's never been through anything,1/18/2019,47
probably like this before is it's tough,1/18/2019,47
catching up as you can see right the,1/18/2019,47
line change Kim was trying to win the,1/18/2019,47
hockey game I mean I changed my lines in,1/18/2019,47
the first I changed them in the second,1/18/2019,47
you're just trying to get something,1/18/2019,47
going because we weren't going you know,1/18/2019,47
I never know I don't think that I think,1/18/2019,47
you'll go there was always highs and,1/18/2019,47
lows I don't see that at all I think,1/18/2019,47
we've been a pretty good team and we,1/18/2019,47
just got to keep getting better but the,1/18/2019,47
thing about the National Hockey League,1/18/2019,47
is it's very very tight if you don't,1/18/2019,47
have your a-game and they jump on you're,1/18/2019,47
not gonna win that's it's just that,1/18/2019,47
simple that not with TRO chicken beaks,1/18/2019,47
they're back they got it they got a good,1/18/2019,47
team here and so we knew it was gonna be,1/18/2019,47
hard coming in and we would have liked,1/18/2019,47
to been better no no I I have I've said,1/18/2019,47
a number of times that I didn't think,1/18/2019,47
we're as good after Christmas in saying,1/18/2019,47
that we played some real good games and,1/18/2019,47
and didn't win I think Freddie getting,1/18/2019,47
injured and not being available for a,1/18/2019,47
period of time didn't help us either but,1/18/2019,47
you know I think we can get going better,1/18/2019,47
for sure but I also think it's an,1/18/2019,47
82-game schedule and steady on the,1/18/2019,47
rudder let's keep getting better,1/18/2019,47
my fighters we spoke to John Austin,1/20/2019,48
Travis Lee they all thought it's a,1/20/2019,48
matter of state of course in working,1/20/2019,48
through this you see it that way and,1/20/2019,48
just went how tough things have been,1/20/2019,48
offensive way yeah totally but I also,1/20/2019,48
thought tonight I thought we played hard,1/20/2019,48
I know we had the puck a lot I didn't,1/20/2019,48
think we had a lot of puck luck to be,1/20/2019,48
honest with you we had lots of attempts,1/20/2019,48
the pucks lying there we never got it to,1/20/2019,48
the net as much as we could have off,1/20/2019,48
those kind of rebounds and pucks laying,1/20/2019,48
there but like a lot of things we did it,1/20/2019,48
appeared to me I haven't watched the,1/20/2019,48
game but it appeared to me live that we,1/20/2019,48
had the puck an absolute ton and in the,1/20/2019,48
end we didn't win the game and you're,1/20/2019,48
gonna have some of those the biggest,1/20/2019,48
thing is is when you're I like their,1/20/2019,48
game in Tampa didn't think we had enough,1/20/2019,48
energy in East Florida,1/20/2019,48
I like their energy here today just keep,1/20/2019,48
trying we'll work our way out,1/20/2019,48
I know we had pretty good urgency,1/20/2019,48
tonight I mean like I said to you we had,1/20/2019,48
the pocket on the the puck didn't go in,1/20/2019,48
for us,1/20/2019,48
I thought they blocked the ton of shots,1/20/2019,48
I thought they did lots of good things,1/20/2019,48
stayed inside in saying that you can,1/20/2019,48
always be a little you can always want,1/20/2019,48
more but I thought we stayed the course,1/20/2019,48
I didn't think we gave up that much I,1/20/2019,48
thought we did pretty job I mean I would,1/20/2019,48
like that Jake because we had a lot more,1/20/2019,48
place you know in the more plays you can,1/20/2019,48
have for the back the more chance you,1/20/2019,48
have for clean looks offensively but you,1/20/2019,48
know we I don't know if it's been a week,1/20/2019,48
